main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
All Beauty,ABSORBANT Disposable Wee Wee PUPPYUNDERPADS 23x24 100/CS,5.0,2,"['These underpads are absorbent and made with fluff fill' 'Waterproof'
 'Sealed on all four sides to prevent leakage'
 '23"" x 24"" Underpads 100/Cs']","[""23x24 PUPPY PADS WEEWEE TRAINING UNDERPADS 100/CASE NEW UNERPADS PACKED 100 PER CASE....GRAET FOR POTTY TRAINING PUPPY'S CHANGING PADS FOR BABYS....OR INCONTINENT USE. First Quality Pads For Puppies & Incontinent Dogs (also great for bird cages, hamsters, ferrets, bunnies and kitty litter boxes too!)""]",None,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/21EUL6jhN2L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/21EUL6jhN2L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",HENITAR,[],"{""Size"": ""Count of 8"", ""Target Audience"": ""Dog"", ""Brand"": ""HENITAR"", ""Waist (cm)"": ""23.0, 24.0 Inches"", ""Number of Pieces"": ""100"", ""UPC"": ""038856019501"", ""Manufacturer"": ""underpads""}",B00157BTMU,,,
All Beauty,"BEN & ANNA Vanilla Orchid Deodorant, 60 GR",3.4,6,[],[],11.67,"{'hi_res': array(['https://m.media-amazon.com/images/I/61uCKEQ9fcL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41G+XKSLtZL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41G+XKSLtZL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",BEN & ANNA,[],"{""Brand"": ""BEN & ANNA"", ""Scent"": ""Vanilla Orchid"", ""Number of Items"": ""1"", ""Unit Count"": ""2.12 Ounce"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""1.57 x 1.57 x 4.92 inches; 2.12 Ounces"", ""Item model number"": ""BA22027"", ""Manufacturer"": ""BEN & ANNA""}",B07927V3SQ,,,
All Beauty,"Claw Hair Clips, IKOCO 6 Pack Jaw Clips Stylish Matte Plastic Strong Hold Hair Clamps Box Packaged for Thin Fine Hair with 10Pcs Black Hair ties (2.4Inch)",4.4,122,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/81YPB6xp8WL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71scFT2wxML._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61eMH7JydDL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71y7QKFpLzL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71S8lh3vxaL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71fCIMgUH+L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61RYgrnaGkL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51ifQCm6WjL.jpg',
       'https://m.media-amazon.com/images/I/41Cu3G57KML.jpg',
       'https://m.media-amazon.com/images/I/51gddl4d3RL.jpg',
       'https://m.media-amazon.com/images/I/51J9YGGF3+L.jpg',
       'https://m.media-amazon.com/images/I/41kMYISdkfL.jpg',
       'https://m.media-amazon.com/images/I/51Zw2vwNgnL.jpg',
       'https://m.media-amazon.com/images/I/41hkG-nMLhL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51ifQCm6WjL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Cu3G57KML._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51gddl4d3RL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51J9YGGF3+L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41kMYISdkfL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Zw2vwNgnL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41hkG-nMLhL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array(['Love them! Holds my long hair all day long!',
       'Octopus Claw Clips'], dtype=object), 'url': array(['https://www.amazon.com/vdp/06e357d4ab1845d38ee04506bcc158bb?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0d6e22c53d78497da6e17cb795f694f0?ref=dp_vse_rvc_1'],
      dtype=object), 'user_id': array(['AHPXV3JAI2QAMKKEKACCX5BCZXSA', ''], dtype=object)}",IKOCO,[],"{""Brand"": ""IKOCO"", ""Hair Type"": ""Fine"", ""Color"": ""Green,Grey"", ""Age Range (Description)"": ""Adult"", ""Material"": ""Plastic, Metal, Acrylic"", ""Product Dimensions"": ""6.25 x 4.25 x 2 inches; 5.89 Ounces""}",B08HMLXW65,,,
All Beauty,"""Cleopatra"" Fair Trade Wooden Hair Pins - Set of Four",4.0,2,[],[],None,"{'hi_res': array([None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41q9rD7LiAL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41q9rD7LiAL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",,[],"{""Package Dimensions"": ""5.4 x 4 x 0.9 inches; 0.8 Ounces"", ""Item model number"": ""AEH220""}",B00915QNQU,,,
All Beauty,BABEYOND Crystal Rhinestone Tiara Headband Happy Birthday Girl Crown Comb Pin (Multicolor),5.0,3,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/81QWJP57sTL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71+9ZqUv-NL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81-LYJIR4PL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/515R0T3QrBL.jpg',
       'https://m.media-amazon.com/images/I/51cQxz7exyL.jpg',
       'https://m.media-amazon.com/images/I/41USp0ZovoL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/515R0T3QrBL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51cQxz7exyL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41USp0ZovoL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",BABEYOND,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.4 x 4.4 x 0.1 inches; 1.59 Ounces"", ""UPC"": ""713965980651""}",B074DZ9TPP,,,
All Beauty,angel3292 Clearance Deals Vintage Faux Pearl Shell Pendant Hook Earrings Women Gift Banquet Ear Jewelry,4.5,4,"['♬♬Style: Vintage♬♬hypoallergenic fun stud earrings for women hypoallergenic screw stud earrings for girls pink stud earrings for girls set stud earrings for women stainless steel ear jewelry cuff ear jewelry cartilage ear jewelry for women piercings ear jewelry non piercing ear jewelry conch long dangle earrings for women long dangle earrings gold long dangle earrings for wedding long dangle earrings rose gold rhinestone earrings dangle'
 '♬♬Theme: Beauty♬♬purple rhinestone earrings dangle chandelier rhinestone earrings studs rhinestone earrings studs large rhinestone earrings for women bridal rhinestone earrings for women fashion rhinestone earrings clip on rhinestone earrings for girls stud earrings jewelry organizer stud earrings jewelry making stud earrings set for women stud earrings with screw backs'
 ""♬♬Gender: Women's♬♬earrings backs for drooping earrings backs replacement earrings backs for women earrings backs for women costume jewelry for women earrings women earrings crystal jewelry for women earrings women earrings studs women earrings studs gold women earrings studs small women earrings studs pearl women earrings hoops and bracelet women earrings set hypoallergenic jewelry for women earrings and necklace""
 '♬♬Occasions: Wedding, Evening Party, Banquet♬♬costume jewelry for women earrings rose gold costume jewelry for women earrings blue stud earrings for women silver stud earrings for women sterling silver sets hypoallergenic stud earrings with screw backs stud earrings for women sterling silver crystal stud earrings for women sterling silver triangle stud earrings for women sterling flowers stud earrings for women sterling silver animals stud earrings for women'
 '♬♬Features: Faux Pearl In A Shell, Ear Hooks, Party Jewelry♬♬earrings for women earrings for women sterling silver earrings for women dangling earrings for women fashion earrings for women rose gold earrings for women hypoallergenic earrings for girls earrings with screw on backs earrings for men stainless steel unicorn earrings for girls earrings for women sterling silver dangle bar earrings for women silver hoop earrings for women sterling silver earrings for women']","['❀❀❀Specifications:'
 'Featuring faux pearl in a shell design, quite unique to catch others\' attention.A lovely adornment you\'d like to wear every day.Best gift for birthday, Valentine\'s Day, friendship gift, etc.Type: EarringsGender: Women\'sTheme: BeautyStyle: VintageMaterial: Alloy, Faux PearlOccasions: Wedding, Evening Party, Banquet, Gift, Dating, Club, etcFeatures: Faux Pearl In A Shell, Ear Hooks, Party Jewelry, ChicSize: 1.9cm x 2.5cm/0.75"" x 0.98"" (Approx.)'
 '❀❀❀' 'Notes:'
 ""Due to the light and screen setting difference, the item's color may be slightly different from the pictures.Please allow slight dimension difference due to different manual measurement.Package Includes:1 Pair of Earrings""
 '❀❀❀'
 'Any questions or problems to our products or service, please email us freely, we will reply and solve it for you ASAP.Click""angel3292"" for more new fashion style items']",0.59,"{'hi_res': array(['https://m.media-amazon.com/images/I/71TU6O8u2-L._AC_SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71XMMuF3qKL._AC_SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71rHQASuNpL._AC_SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71WiMbywIhL._AC_SL1001_.jpg',
       'https://m.media-amazon.com/images/I/61y8F5i+kFL._AC_SL1001_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51KRtaKfbNL._AC_.jpg',
       'https://m.media-amazon.com/images/I/61ESzpuIOGL._AC_.jpg',
       'https://m.media-amazon.com/images/I/61fODzRePiL._AC_.jpg',
       'https://m.media-amazon.com/images/I/5160V3-xFHL._AC_.jpg',
       'https://m.media-amazon.com/images/I/51j3HVLKjuL._AC_.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51KRtaKfbNL._AC_US75_.jpg',
       'https://m.media-amazon.com/images/I/61ESzpuIOGL._AC_US75_.jpg',
       'https://m.media-amazon.com/images/I/61fODzRePiL._AC_US75_.jpg',
       'https://m.media-amazon.com/images/I/5160V3-xFHL._AC_US75_.jpg',
       'https://m.media-amazon.com/images/I/51j3HVLKjuL._AC_US75_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Angel3292,[],"{""Product Dimensions"": ""2.36 x 2.36 x 2.36 inches"", ""Item Weight"": ""0.212 ounces"", ""Department"": ""Womens"", ""Manufacturer"": ""angel3292""}",B07DWMKCFD,,,
All Beauty,Elegant Black Quality Plastic Shark Tooth / Comb Design Head Band / Hair Holder By VAGA,3.8,17,"['To view the full range of products please click on the brand name ""VAGA"" under the title of this listing.'
 'Due to the special comb-like design this hair band will hold firmly any kind of hair without uncomfortable pressure on the scalp.'
 'The material this hairband is made of is strong and will not break even if stored in the luggage and transported, it is also really easy to clean with soap and warm water.'
 'In our shop you can find many fabulous, high quality hair styling accessories that will make it faster and easier for you to create stunning hairdos every day and for special occasions, as if they were made by a professional hairdresser.']","['Shark Tooth Shaped Black Plastic Headband'
 'If you would like to see more high quality VAGA products, click on our brand name under the title of this listing.Strong headband will effectively hold straight, smooth hair as well as curly and fuzzy.Headband is 3.5cm wide.']",3.49,"{'hi_res': array(['https://m.media-amazon.com/images/I/5156CNJzr9L._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/51hY7vVObIL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/51nWDhrzPfL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/51u1mUGLVmL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/51MC0VqnxrL._SL1001_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41chM4ZiO9L.jpg',
       'https://m.media-amazon.com/images/I/41bKWSTPP4L.jpg',
       'https://m.media-amazon.com/images/I/41yU4M8WdrL.jpg',
       'https://m.media-amazon.com/images/I/41y0WgXZJtL.jpg',
       'https://m.media-amazon.com/images/I/41Ys3IYNhQL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41chM4ZiO9L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41bKWSTPP4L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41yU4M8WdrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41y0WgXZJtL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Ys3IYNhQL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",VAGA,[],"{""Color"": ""Black"", ""Material"": ""Plastic"", ""Brand"": ""VAGA"", ""Size"": ""One Size"", ""Item Form"": ""Elastic"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""661799009348"", ""Manufacturer"": ""VAGA""}",B00RIT53JO,,,
All Beauty,"Reusable Shower Cap for Women – Leakproof, Nonslip Hair Cap for Shower w/ Comfy Flexiband – Soft, Breathable Shower Caps for Women Reusable Waterproof – Durable, Heavy Duty Shower Cap by SMPL OBJECTS (Marble)",4.5,1210,"['DON’T RISK RUINING YOUR HAIRSTYLE with LEAKY plastic hair caps that DON’T FIT. The SMPL OBJECTS Shower Cap is uniquely designed with our LEAKPROOF, nonslip silicone Forehead Strip, keeping your waterproof shower cap SECURELY IN PLACE without leaving creases. Made to fit head sizes up to a 24” circumference, this hair shower cap features our elastic Flexiband for THE PERFECT COMFY FIT.'
 'THE AVERAGE SHOWER HAIR CAP is poorly made with flimsy materials, FALLING APART after a few uses. Crafted out of DURABLE, 100% waterproof polyester with a LIGHTWEIGHT, BREATHABLE feel, our washable shower cap is SOFT TO THE TOUCH and resistant to wrinkling & tearing. So you can count on it for LONG-LASTING PROTECTION against moisture – and say buh-bye to the WASTEFUL CYCLE of plastic hair caps.'
 'MAKE EVERY SHOWER A LUXURY – Our quality-made womens shower caps help MAINTAIN YOUR BLOWOUT, natural curls, or whatever hairstyle you rock by LOCKING OUT MOISTURE in the shower. Not only will your follicles benefit from LESS FREQUENT WASHINGS, our shower bonnet will also eliminate the EXTRA TOUCH-UPS you would normally have to do post-shower – SAVING TIME, and saving your mane from EXCESS HEAT.'
 'THE ULTIMATE BEAUTY GIFT – in a CHIC, CHARMING PACKAGE. In your choice of 5 VIBRANT PATTERNS, this shower cap for long hair, medium hair, and short hair has a gorgeous retro look that’s SLEEK & STREAMLINED compared to other bulky hair caps for women. Our head cap bonnets make perfect STOCKING STUFFERS, White Elephant gifts, birthday gifts for Mom, or centerpieces for a luxurious SPA GIFT BASKET!'
 'At SMPL OBJECTS, we believe self-care is essential to your wellness and beauty – inside and out. As a woman-owned, woman-operated business based in Toronto, we make our reusable shower caps with only the best materials and craftsmanship. Your satisfaction is our top priority. If you don’t love your adult shower cap, our team is standing by to help.FRIENDLY: Go green with this washable, reusable shower cap that helps protect the environment.']",[],19.99,"{'hi_res': array(['https://m.media-amazon.com/images/I/818WOqL8zOL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81W5Sd1EzSL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81hGbrYRZvL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81RoeWvNpkL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71aBzMuYY0L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71T+D1Vwm9L._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51nDvSc1SdL.jpg',
       'https://m.media-amazon.com/images/I/51qzIVl5-dL.jpg',
       'https://m.media-amazon.com/images/I/519FGPwCIkL.jpg',
       'https://m.media-amazon.com/images/I/51Slgc0sswL.jpg',
       'https://m.media-amazon.com/images/I/41zI2HN1JOL.jpg',
       'https://m.media-amazon.com/images/I/41y-pTbW7iL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51nDvSc1SdL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51qzIVl5-dL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/519FGPwCIkL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Slgc0sswL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41zI2HN1JOL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41y-pTbW7iL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array(['Reusable shower cap from SMPL OBJECTS',
       'Why I love this shower cap '], dtype=object), 'url': array(['https://www.amazon.com/vdp/0c24c716b24e4cd887c70eb1e6b74c79?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/08cdb6549e59474ea247fcf0bad4c313?ref=dp_vse_rvc_1'],
      dtype=object), 'user_id': array(['', '/shop/kylielandis'], dtype=object)}",SMPL objects,[],"{""Brand"": ""SMPL objects"", ""Material"": ""Polyester"", ""Age Range (Description)"": ""Adult"", ""Pattern"": ""Marble"", ""Number of Items"": ""1"", ""Package Dimensions"": ""9.21 x 6.97 x 0.67 inches; 0.63 Ounces"", ""Manufacturer"": ""SMPL Objects"", ""Country of Origin"": ""China""}",B09GNXK3N1,,,
Premium Beauty,"stila Perfect Me, Perfect Hue Eye & Cheek Palette, Fair/Light",4.3,85,[],[],None,"{'hi_res': array(['https://m.media-amazon.com/images/I/71yZbWlTXXL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/713Ty8ARwTL._SL1468_.jpg',
       'https://m.media-amazon.com/images/I/81z7I03r49L._SL1480_.jpg',
       'https://m.media-amazon.com/images/I/81t-h24rtUL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71fkPah36fL._SL1483_.jpg',
       None,
       'https://m.media-amazon.com/images/I/71UBnGU3lgL._SL1389_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/516KWUXfdyL.jpg',
       'https://m.media-amazon.com/images/I/51kI25oVACL.jpg',
       'https://m.media-amazon.com/images/I/619U3r2DVaL.jpg',
       'https://m.media-amazon.com/images/I/41Ih4cbKOJL.jpg',
       'https://m.media-amazon.com/images/I/51ZrfTYtIyL.jpg',
       'https://m.media-amazon.com/images/I/317wISLwyYL.jpg',
       'https://m.media-amazon.com/images/I/41-lAjQyALL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/516KWUXfdyL._SX38_SY50_CR,0,0,38,50_.jpg',
       'https://m.media-amazon.com/images/I/51kI25oVACL._SX38_SY50_CR,0,0,38,50_.jpg',
       'https://m.media-amazon.com/images/I/619U3r2DVaL._SX38_SY50_CR,0,0,38,50_.jpg',
       'https://m.media-amazon.com/images/I/41Ih4cbKOJL._SX38_SY50_CR,0,0,38,50_.jpg',
       'https://m.media-amazon.com/images/I/51ZrfTYtIyL._SX38_SY50_CR,0,0,38,50_.jpg',
       'https://m.media-amazon.com/images/I/317wISLwyYL._SX38_SY50_CR,0,0,38,50_.jpg',
       'https://m.media-amazon.com/images/I/41-lAjQyALL._SX38_SY50_CR,0,0,38,50_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'FRNT', 'BACK', 'PT01', 'PT02', 'PT12', 'IN01'],
      dtype=object)}","{'title': array(['stila Perfect Me, Perfect Hue Eye & Cheek Palette, Fair/Light',
       ""Style Code Live: Procrastinator's Gift Guide with Dallas Shaw | Makeup Pallette""],
      dtype=object), 'url': array(['https://www.amazon.com/vdp/4977fe403aa04823a2d7bef7c9109cbd?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0863afe27bcc474f929d5fbc031d5dff?ref=dp_vse_rvc_1'],
      dtype=object), 'user_id': array(['', ''], dtype=object)}",,[],"{""Color"": ""Fair/Light"", ""Brand"": ""stila"", ""Item Form"": ""Powder"", ""Special Feature"": ""Curated to work with your skin tone, but each palette is wearable on all skin tones."", ""Product Benefits"": ""Curated to work with your skin tone, but each palette is wearable on all skin tones."", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""3.62 x 0.59 x 3.7 inches; 4.48 Ounces"", ""Item model number"": ""SB80010001"", ""UPC"": ""094800351073"", ""Manufacturer"": ""stila""}",B01DY8KOM8,,,
All Beauty,"Imbue Intimate Wash for Women| Vegan Feminine Wash | Alcohol Free, Sulphate Free, Paraben Free, No Artificial Fragrance | 3.38 oz",3.8,89,"['Natural, Plant Based, Vegan Feminine Wash. Formulated with ingredients like Aloe Vera, Neem, Banyan Fig , Tea Tree oil with the added power of Panchvalkala. Panchvalkala is formulation prepared with the barks of five trees mentioned in Indian Traditional Science (Ayurveda) for its effectiveness in vaginal cleansing.'
 'Maintains the natural PH balance of the skin and reducing susceptibility to vaginal infections.'
 'Helps prevents itching , irritation , odour and dryness.'
 'Feminine Wash that is Cruelty Free, Alcohol Free, Paraben Free, Sulphate Free, No Artificial Fragrance'
 'Easy to use flip top bottle extremely handy while bathing or showering. Contains 3.38 oz.']",[],10.8,"{'hi_res': array(['https://m.media-amazon.com/images/I/618toQvbzDS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61NOhXO0pGL._SL1200_.jpg',
       'https://m.media-amazon.com/images/I/61EPkf0K9gL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71umuRiwAKL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61vu2KG7rbL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/71gAxYBob5L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61blx7IaD3L._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41k-VHGybPS.jpg',
       'https://m.media-amazon.com/images/I/41bLiGhc6dL.jpg',
       'https://m.media-amazon.com/images/I/41RsLpvXmrL.jpg',
       'https://m.media-amazon.com/images/I/41YJKJ35tWL.jpg',
       'https://m.media-amazon.com/images/I/51uLJsejGhL.jpg',
       'https://m.media-amazon.com/images/I/41tG9PSuYRL.jpg',
       'https://m.media-amazon.com/images/I/21D0vGnsZrL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41k-VHGybPS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41bLiGhc6dL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41RsLpvXmrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41YJKJ35tWL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51uLJsejGhL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41tG9PSuYRL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/21D0vGnsZrL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array(['Imbue Intimate Hygiene Wash'], dtype=object), 'url': array(['https://www.amazon.com/vdp/09f6e331ad31452dab7a9b64dcb942ea?ref=dp_vse_rvc_0'],
      dtype=object), 'user_id': array([''], dtype=object)}",IMBUE,[],"{""Item Form"": ""Liquid"", ""Skin Type"": ""All"", ""Brand"": ""IMBUE"", ""Scent"": ""Tea Tree, Neem, Aloe Vera"", ""Material Feature"": ""Natural, Cruelty Free, Plant Based"", ""Product Dimensions"": ""2.36 x 1.38 x 4.33 inches; 3.38 Ounces"", ""Manufacturer"": ""IMBUE""}",B07ZHGNPZM,,,
